,detailsPageUrl,carat,date,dateSet,price,strikethroughPrice,pricePerCarat,shapeName,clarity,color,culet,cut,depth,fluorescence,lxwRatio,polish,symmetry,table,measurements
LD12891091,./diamond-details/LD12891091,['10.01'],['Jun 26'],['Jun 29'],"['$187,612']",,"['$18,742']",['Cushion'],['VVS1'],['I'],['None'],Good,['70.6'],['Strong'],['1.04'],['Excellent'],['Excellent'],['57.0'],12.93 x 12.41 x 8.77 mm
LD13464935,./diamond-details/LD13464935,['2.01'],['Jul 24'],['Jul 27'],"['$13,352']",,"['$6,643']",['Cushion'],['VVS1'],['I'],['None'],Good,['68.1'],['Medium'],['1.13'],['Excellent'],['Excellent'],['67.0'],7.95 x 7.03 x 4.79 mm
LD13143667,./diamond-details/LD13143667,['2.01'],['Jul 24'],['Jul 27'],"['$11,314']",,"['$5,629']",['Cushion'],['VVS1'],['I'],['None'],Good,['72.2'],['None'],['1.14'],['Excellent'],['Very Good'],['60.0'],7.44 x 6.50 x 4.69 mm
LD13229665,./diamond-details/LD13229665,['1.70'],['Jul 24'],['Jul 27'],"['$9,935']",,"['$5,844']",['Cushion'],['VVS1'],['I'],['None'],Good,['69.6'],['None'],['1.05'],['Excellent'],['Excellent'],['63.0'],6.99 x 6.66 x 4.64 mm
LD13182003,./diamond-details/LD13182003,['1.82'],['Jul 24'],['Jul 27'],"['$9,800']",,"['$5,385']",['Cushion'],['VVS1'],['I'],['None'],Good,['69.7'],['None'],['1.02'],['Excellent'],['Excellent'],['61.0'],6.78 x 6.63 x 4.62 mm
LD13872354,./diamond-details/LD13872354,['1.50'],['Jul 24'],['Jul 27'],"['$8,071']",,"['$5,381']",['Cushion'],['VVS1'],['I'],['None'],Good,['71.2'],['Faint'],['1.02'],['Excellent'],['Excellent'],['63.0'],6.51 x 6.41 x 4.57 mm
LD13512913,./diamond-details/LD13512913,['1.51'],['Jul 24'],['Jul 27'],"['$8,013']",,"['$5,307']",['Cushion'],['VVS1'],['I'],['None'],Good,['68.7'],['None'],['1.00'],['Excellent'],['Excellent'],['67.0'],6.58 x 6.57 x 4.52 mm
LD13309053,./diamond-details/LD13309053,['1.40'],['Jul 24'],['Jul 27'],"['$7,258']",,"['$5,184']",['Cushion'],['VVS1'],['I'],['None'],Good,['70.0'],['None'],['1.00'],['Excellent'],['Excellent'],['61.0'],6.32 x 6.31 x 4.41 mm
LD13711816,./diamond-details/LD13711816,['1.36'],['Jun 19'],['Jun 22'],"['$5,436']",,"['$3,997']",['Cushion'],['VVS1'],['I'],['None'],Good,['67.3'],['Faint'],['1.01'],['Very Good'],['Very Good'],['68.0'],6.10 x 6.04 x 4.07 mm
LD13202489,./diamond-details/LD13202489,['1.01'],['Jul 24'],['Jul 27'],"['$4,056']",,"['$4,016']",['Cushion'],['VVS1'],['I'],['None'],Good,['72.3'],['None'],['1.00'],['Excellent'],['Very Good'],['63.0'],5.43 x 5.43 x 3.92 mm
LD13552245,./diamond-details/LD13552245,['1.21'],['Jul 24'],['Jul 27'],"['$3,962']",,"['$3,274']",['Cushion'],['VVS1'],['I'],['None'],Good,['71.9'],['Faint'],['1.03'],['Excellent'],['Very Good'],['58.0'],5.95 x 5.75 x 4.13 mm
LD13637377,./diamond-details/LD13637377,['1.20'],['Jul 24'],['Jul 27'],"['$3,845']",,"['$3,204']",['Cushion'],['VVS1'],['I'],['Very Small'],Good,['71.9'],['Medium'],['1.16'],['Excellent'],['Good'],['59.0'],6.30 x 5.45 x 3.92 mm
LD06549972,./diamond-details/LD06549972,['0.98'],['Jun 26'],['Jun 29'],"['$3,741']",,"['$3,817']",['Cushion'],['VVS1'],['I'],['None'],Good,['72.9'],['None'],['1.03'],['Excellent'],['Excellent'],['59.0'],5.90 x 5.75 x 4.19 mm
LD13274553,./diamond-details/LD13274553,['1.04'],['Jul 24'],['Jul 27'],"['$3,694']",,"['$3,552']",['Cushion'],['VVS1'],['I'],['None'],Good,['69.8'],['None'],['1.05'],['Excellent'],['Excellent'],['60.0'],5.96 x 5.70 x 3.98 mm
LD13735434,./diamond-details/LD13735434,['1.01'],['Jul 24'],['Jul 27'],"['$3,625']",,"['$3,589']",['Cushion'],['VVS1'],['I'],['None'],Good,['69.6'],['None'],['1.12'],['Excellent'],['Very Good'],['59.0'],6.07 x 5.40 x 3.76 mm
LD13750996,./diamond-details/LD13750996,['1.01'],['Jul 24'],['Jul 27'],"['$3,518']",,"['$3,483']",['Cushion'],['VVS1'],['I'],['None'],Good,['71.7'],['None'],['1.08'],['Excellent'],['Excellent'],['60.0'],5.74 x 5.30 x 3.80 mm
LD13364095,./diamond-details/LD13364095,['1.20'],['Jul 24'],['Jul 27'],"['$3,453']",,"['$2,878']",['Cushion'],['VVS1'],['I'],['None'],Good,['72.5'],['Strong'],['1.22'],['Excellent'],['Very Good'],['58.0'],6.56 x 5.38 x 3.90 mm
LD13735433,./diamond-details/LD13735433,['1.01'],['Jul 24'],['Jul 27'],"['$3,426']",,"['$3,392']",['Cushion'],['VVS1'],['I'],['None'],Good,['72.4'],['None'],['1.18'],['Excellent'],['Very Good'],['58.0'],6.21 x 5.26 x 3.81 mm
LD13260053,./diamond-details/LD13260053,['1.00'],['Jul 24'],['Jul 27'],"['$2,922']",,"['$2,922']",['Cushion'],['VVS1'],['I'],['None'],Good,['72.4'],['None'],['1.02'],['Excellent'],['Very Good'],['58.0'],5.53 x 5.40 x 3.91 mm
LD13676794,./diamond-details/LD13676794,['0.70'],['Jul 24'],['Jul 27'],"['$1,611']",,"['$2,301']",['Cushion'],['VVS1'],['I'],['None'],Good,['66.7'],['Faint'],['1.15'],['Excellent'],['Excellent'],['67.0'],5.74 x 5.00 x 3.34 mm
LD13760759,./diamond-details/LD13760759,['0.71'],['Jul 24'],['Jul 27'],"['$1,559']",,"['$2,196']",['Cushion'],['VVS1'],['I'],['None'],Good,['71.0'],['None'],['1.06'],['Excellent'],['Very Good'],['59.0'],5.05 x 4.75 x 3.37 mm
LD13219970,./diamond-details/LD13219970,['1.90'],['Jul 24'],['Jul 27'],"['$12,030']",,"['$6,332']",['Cushion'],['IF'],['I'],['None'],Good,['69.9'],['Faint'],['1.01'],['Excellent'],['Excellent'],['62.0'],6.99 x 6.95 x 4.86 mm
LD13603421,./diamond-details/LD13603421,['1.31'],['Jul 24'],['Jul 27'],"['$5,618']",,"['$4,289']",['Cushion'],['IF'],['I'],['None'],Good,['64.8'],['Medium'],['1.11'],['Excellent'],['Excellent'],['67.0'],6.92 x 6.23 x 4.03 mm
LD08399963,./diamond-details/LD08399963,['1.20'],['Jul 7'],['Jul 8'],"['$5,146']",,"['$4,288']",['Cushion'],['IF'],['I'],['None'],Good,['70.0'],['Faint'],['1.10'],['Very Good'],['Good'],['66.0'],6.13 x 5.55 x 3.89 mm
LD13876823,./diamond-details/LD13876823,['1.20'],['Jul 24'],['Jul 27'],"['$4,268']",,"['$3,557']",['Cushion'],['IF'],['I'],['None'],Good,['71.8'],['None'],['1.16'],['Excellent'],['Excellent'],['59.0'],6.36 x 5.48 x 3.93 mm
LD13735428,./diamond-details/LD13735428,['1.01'],['Jul 24'],['Jul 27'],"['$3,694']",,"['$3,657']",['Cushion'],['IF'],['I'],['None'],Good,['72.0'],['None'],['1.08'],['Excellent'],['Very Good'],['62.0'],5.91 x 5.49 x 3.95 mm
LD13913336,./diamond-details/LD13913336,['1.00'],['Jul 24'],['Jul 27'],"['$3,295']",,"['$3,295']",['Cushion'],['IF'],['I'],['None'],Good,['69.8'],['Faint'],['1.01'],['Excellent'],['Good'],['60.0'],5.58 x 5.54 x 3.86 mm
LD13020955,./diamond-details/LD13020955,['1.01'],['Jul 24'],['Jul 27'],"['$3,062']",,"['$3,032']",['Cushion'],['IF'],['I'],['None'],Good,['70.7'],['None'],['1.08'],['Excellent'],['Very Good'],['62.0'],5.73 x 5.29 x 3.74 mm
LD13311189,./diamond-details/LD13311189,['1.01'],['Jul 24'],['Jul 27'],"['$3,022']",,"['$2,992']",['Cushion'],['IF'],['I'],['None'],Good,['69.6'],['Faint'],['1.10'],['Excellent'],['Very Good'],['65.0'],5.86 x 5.31 x 3.70 mm
LD12718668,./diamond-details/LD12718668,['2.01'],['Jun 24'],['Jun 25'],"['$12,708']",,"['$6,322']",['Cushion'],['SI2'],['H'],['None'],Good,['67.1'],['None'],['1.00'],['Excellent'],['Very Good'],['68.0'],7.36 x 7.35 x 4.93 mm
LD13269359,./diamond-details/LD13269359,['2.09'],['Jun 18'],['Jun 19'],"['$11,995']",,"['$5,739']",['Cushion'],['SI2'],['H'],['None'],Good,['67.4'],['Faint'],['1.03'],['Very Good'],['Very Good'],['69.0'],7.49 x 7.29 x 4.92 mm
LD02810002,./diamond-details/LD02810002,['1.80'],['Jun 18'],['Jun 19'],"['$11,397']",,"['$6,332']",['Cushion'],['SI2'],['H'],['None'],Good,['70.9'],['None'],['1.18'],['Excellent'],['Very Good'],['58.0'],7.49 x 6.33 x 4.49 mm
LD13346754,./diamond-details/LD13346754,['2.02'],['Jun 24'],['Jun 25'],"['$11,298']",,"['$5,593']",['Cushion'],['SI2'],['H'],['None'],Good,['69.3'],['None'],['1.09'],['Very Good'],['Good'],['69.0'],7.22 x 6.64 x 4.61 mm
LD13333512,./diamond-details/LD13333512,['1.93'],['Jul 24'],['Jul 27'],"['$11,019']",,"['$5,709']",['Cushion'],['SI2'],['H'],['None'],Good,['60.5'],['Medium'],['1.03'],['Excellent'],['Excellent'],['68.0'],7.73 x 7.51 x 4.55 mm
LD13651084,./diamond-details/LD13651084,['2.03'],['Jul 10'],['Jul 13'],"['$10,795']",,"['$5,318']",['Cushion'],['SI2'],['H'],['None'],Good,['69.9'],['None'],['1.00'],['Excellent'],['Excellent'],['61.0'],6.95 x 6.94 x 4.85 mm
LD13190463,./diamond-details/LD13190463,['2.01'],['Jul 10'],['Jul 13'],"['$10,283']",,"['$5,116']",['Cushion'],['SI2'],['H'],['None'],Good,['69.8'],['None'],['1.01'],['Excellent'],['Excellent'],['61.0'],6.95 x 6.90 x 4.81 mm
LD13899487,./diamond-details/LD13899487,['1.50'],['Jul 24'],['Jul 27'],"['$6,872']",,"['$4,581']",['Cushion'],['SI2'],['H'],['None'],Good,['72.9'],['None'],['1.08'],['Excellent'],['Very Good'],['59.0'],6.66 x 6.18 x 4.50 mm
LD13250053,./diamond-details/LD13250053,['1.50'],['Jun 19'],['Jun 22'],"['$6,632']",,"['$4,421']",['Cushion'],['SI2'],['H'],['None'],Good,['70.0'],['Medium'],['1.19'],['Very Good'],['Good'],['65.0'],6.92 x 5.82 x 4.07 mm
LD13712215,./diamond-details/LD13712215,['1.50'],['Jul 24'],['Jul 27'],"['$6,129']",,"['$4,086']",['Cushion'],['SI2'],['H'],['None'],Good,['69.6'],['None'],['1.01'],['Excellent'],['Very Good'],['62.0'],6.31 x 6.24 x 4.34 mm
LD13584728,./diamond-details/LD13584728,['1.50'],['Jul 10'],['Jul 13'],"['$5,883']",,"['$3,922']",['Cushion'],['SI2'],['H'],['None'],Good,['70.0'],['None'],['1.06'],['Excellent'],['Very Good'],['58.0'],6.56 x 6.21 x 4.35 mm
LD13766680,./diamond-details/LD13766680,['1.51'],['Jul 10'],['Jul 13'],"['$5,383']",,"['$3,565']",['Cushion'],['SI2'],['H'],['None'],Good,['69.9'],['Medium'],['1.02'],['Excellent'],['Excellent'],['61.0'],6.37 x 6.23 x 4.36 mm
LD13552225,./diamond-details/LD13552225,['1.20'],['Jul 24'],['Jul 27'],"['$3,863']",,"['$3,219']",['Cushion'],['SI2'],['H'],['None'],Good,['72.0'],['None'],['1.04'],['Excellent'],['Very Good'],['65.0'],5.89 x 5.69 x 4.10 mm
LD13691928,./diamond-details/LD13691928,['1.20'],['Jul 24'],['Jul 27'],"['$3,723']",,"['$3,102']",['Cushion'],['SI2'],['H'],['None'],Good,['71.8'],['None'],['1.11'],['Excellent'],['Good'],['58.0'],6.26 x 5.62 x 4.03 mm
LD13897430,./diamond-details/LD13897430,['1.21'],['Jul 1'],['Jul 2'],"['$3,652']",,"['$3,018']",['Cushion'],['SI2'],['H'],['None'],Good,['70.0'],['Medium'],['1.01'],['Excellent'],['Excellent'],['59.0'],5.90 x 5.82 x 4.07 mm
LD13909181,./diamond-details/LD13909181,['1.20'],['Jul 1'],['Jul 2'],"['$3,574']",,"['$2,978']",['Cushion'],['SI2'],['H'],['None'],Good,['72.2'],['None'],['1.15'],['Excellent'],['Good'],['58.0'],6.37 x 5.56 x 4.01 mm
LD13360078,./diamond-details/LD13360078,['1.22'],['Jul 24'],['Jul 27'],"['$3,509']",,"['$2,876']",['Cushion'],['SI2'],['H'],['None'],Good,['72.2'],['None'],['1.02'],['Excellent'],['Very Good'],['63.0'],5.88 x 5.75 x 4.15 mm
LD13591967,./diamond-details/LD13591967,['1.01'],['Jul 24'],['Jul 27'],"['$3,231']",,"['$3,199']",['Cushion'],['SI2'],['H'],['None'],Good,['69.6'],['None'],['1.11'],['Excellent'],['Very Good'],['59.0'],5.95 x 5.34 x 3.72 mm
LD13389566,./diamond-details/LD13389566,['0.97'],['Jun 18'],['Jun 19'],"['$3,138']",,"['$3,235']",['Cushion'],['SI2'],['H'],['None'],Good,['71.3'],['None'],['1.03'],['Excellent'],['Very Good'],['65.0'],5.70 x 5.52 x 3.93 mm
LD13710319,./diamond-details/LD13710319,['1.01'],['Jul 24'],['Jul 27'],"['$2,842']",,"['$2,814']",['Cushion'],['SI2'],['H'],['None'],Good,['69.8'],['None'],['1.00'],['Excellent'],['Excellent'],['60.0'],5.72 x 5.71 x 3.98 mm
LD13890012,./diamond-details/LD13890012,['1.00'],['Jul 7'],['Jul 8'],"['$2,634']",,"['$2,634']",['Cushion'],['SI2'],['H'],['None'],Good,['69.6'],['None'],['1.09'],['Excellent'],['Excellent'],['62.0'],5.87 x 5.37 x 3.74 mm
LD13289615,./diamond-details/LD13289615,['1.00'],['Jul 24'],['Jul 27'],"['$2,469']",,"['$2,469']",['Cushion'],['SI2'],['H'],['None'],Good,['69.8'],['None'],['1.02'],['Excellent'],['Excellent'],['59.0'],5.75 x 5.66 x 3.95 mm
LD13360788,./diamond-details/LD13360788,['1.01'],['Jul 24'],['Jul 27'],"['$2,447']",,"['$2,423']",['Cushion'],['SI2'],['H'],['None'],Good,['72.3'],['Faint'],['1.05'],['Excellent'],['Very Good'],['61.0'],5.61 x 5.36 x 3.88 mm
LD13799390,./diamond-details/LD13799390,['1.00'],['Jul 24'],['Jul 27'],"['$2,424']",,"['$2,424']",['Cushion'],['SI2'],['H'],['None'],Good,['71.2'],['None'],['1.04'],['Excellent'],['Very Good'],['62.0'],5.67 x 5.46 x 3.89 mm
LD13036133,./diamond-details/LD13036133,['1.01'],['Jul 24'],['Jul 27'],"['$2,410']",,"['$2,386']",['Cushion'],['SI2'],['H'],['None'],Good,['72.1'],['None'],['1.02'],['Excellent'],['Very Good'],['59.0'],5.59 x 5.48 x 3.95 mm
LD13544315,./diamond-details/LD13544315,['1.00'],['Jul 24'],['Jul 27'],"['$2,304']",,"['$2,304']",['Cushion'],['SI2'],['H'],['None'],Good,['70.9'],['None'],['1.03'],['Very Good'],['Excellent'],['63.0'],5.64 x 5.46 x 3.87 mm
LD08638242,./diamond-details/LD08638242,['0.91'],['Jun 19'],['Jun 22'],"['$2,264']",,"['$2,488']",['Cushion'],['SI2'],['H'],['None'],Good,['67.8'],['None'],['1.09'],['Very Good'],['Good'],['67.0'],5.74 x 5.26 x 3.57 mm
LD12886997,./diamond-details/LD12886997,['0.90'],['Jun 24'],['Jun 25'],"['$1,712']",,"['$1,902']",['Cushion'],['SI2'],['H'],['None'],Good,['70.7'],['Faint'],['1.14'],['Excellent'],['Very Good'],['60.0'],5.73 x 5.02 x 3.55 mm
LD13856374,./diamond-details/LD13856374,['0.70'],['Jul 10'],['Jul 13'],"['$1,199']",,"['$1,713']",['Cushion'],['SI2'],['H'],['None'],Good,['72.2'],['None'],['1.05'],['Very Good'],['Very Good'],['62.0'],5.01 x 4.76 x 3.44 mm
LD13537261,./diamond-details/LD13537261,['3.01'],['Jul 24'],['Jul 27'],"['$26,487']",,"['$8,800']",['Cushion'],['SI1'],['H'],['None'],Good,['69.8'],['None'],['1.05'],['Excellent'],['Excellent'],['67.0'],8.29 x 7.93 x 5.54 mm
LD02816804,./diamond-details/LD02816804,['1.80'],['Jun 18'],['Jun 19'],"['$13,027']",,"['$7,237']",['Cushion'],['SI1'],['H'],['None'],Good,['70.7'],['Faint'],['1.19'],['Excellent'],['Very Good'],['59.0'],7.51 x 6.32 x 4.47 mm
LD13739846,./diamond-details/LD13739846,['2.01'],['Jul 24'],['Jul 27'],"['$12,923']",,"['$6,429']",['Cushion'],['SI1'],['H'],['None'],Good,['70.1'],['Medium'],['1.04'],['Excellent'],['Excellent'],['64.0'],7.36 x 7.08 x 4.97 mm
LD13073981,./diamond-details/LD13073981,['2.01'],['Jul 24'],['Jul 27'],"['$12,340']",,"['$6,139']",['Cushion'],['SI1'],['H'],['None'],Good,['71.6'],['None'],['1.05'],['Excellent'],['Excellent'],['58.0'],7.09 x 6.73 x 4.82 mm
LD13739847,./diamond-details/LD13739847,['2.01'],['Jul 24'],['Jul 27'],"['$12,306']",,"['$6,122']",['Cushion'],['SI1'],['H'],['None'],Good,['71.4'],['None'],['1.05'],['Excellent'],['Very Good'],['59.0'],7.29 x 6.95 x 4.97 mm
LD13896349,./diamond-details/LD13896349,['1.91'],['Jul 7'],['Jul 8'],"['$11,951']",,"['$6,257']",['Cushion'],['SI1'],['H'],['None'],Good,['64.0'],['None'],['1.02'],['Excellent'],['Very Good'],['69.0'],7.18 x 7.07 x 4.53 mm
LD11001189,./diamond-details/LD11001189,['1.90'],['Jun 24'],['Jun 25'],"['$11,922']",,"['$6,275']",['Cushion'],['SI1'],['H'],['None'],Good,['69.5'],['None'],['1.05'],['Very Good'],['Good'],['68.0'],7.42 x 7.04 x 4.89 mm
LD13306840,./diamond-details/LD13306840,['2.01'],['Jul 24'],['Jul 27'],"['$11,815']",,"['$5,878']",['Cushion'],['SI1'],['H'],['None'],Good,['71.8'],['None'],['1.00'],['Excellent'],['Excellent'],['59.0'],6.91 x 6.90 x 4.95 mm
LD13897183,./diamond-details/LD13897183,['2.01'],['Jul 1'],['Jul 2'],"['$11,596']",,"['$5,769']",['Cushion'],['SI1'],['H'],['None'],Good,['69.8'],['None'],['1.10'],['Excellent'],['Excellent'],['60.0'],7.49 x 6.78 x 4.73 mm
LD13676135,./diamond-details/LD13676135,['1.70'],['Jul 24'],['Jul 27'],"['$10,113']",,"['$5,949']",['Cushion'],['SI1'],['H'],['None'],Good,['69.9'],['None'],['1.09'],['Excellent'],['Excellent'],['62.0'],7.22 x 6.60 x 4.61 mm
LD13739838,./diamond-details/LD13739838,['1.70'],['Jul 24'],['Jul 27'],"['$9,806']",,"['$5,768']",['Cushion'],['SI1'],['H'],['None'],Good,['71.5'],['Faint'],['1.02'],['Very Good'],['Very Good'],['61.0'],6.76 x 6.65 x 4.75 mm
LD09761125,./diamond-details/LD09761125,['1.60'],['Jun 18'],['Jun 19'],"['$9,430']",,"['$5,894']",['Cushion'],['SI1'],['H'],['None'],Good,['65.8'],['None'],['1.14'],['Very Good'],['Good'],['69.0'],7.28 x 6.41 x 4.22 mm
LD13549687,./diamond-details/LD13549687,['1.60'],['Jul 24'],['Jul 27'],"['$9,209']",,"['$5,756']",['Cushion'],['SI1'],['H'],['None'],Good,['69.7'],['None'],['1.01'],['Excellent'],['Excellent'],['60.0'],6.70 x 6.61 x 4.61 mm
LD03691016,./diamond-details/LD03691016,['1.50'],['Jun 18'],['Jun 19'],"['$8,936']",,"['$5,957']",['Cushion'],['SI1'],['H'],['None'],Good,['69.7'],['Faint'],['1.05'],['Very Good'],['Very Good'],['65.0'],6.33 x 6.02 x 4.20 mm
LD13264868,./diamond-details/LD13264868,['1.65'],['Jul 24'],['Jul 27'],"['$8,538']",,"['$5,175']",['Cushion'],['SI1'],['H'],['None'],Good,['71.5'],['None'],['1.15'],['Excellent'],['Very Good'],['61.0'],7.05 x 6.11 x 4.37 mm
LD13735890,./diamond-details/LD13735890,['1.51'],['Jul 24'],['Jul 27'],"['$8,446']",,"['$5,593']",['Cushion'],['SI1'],['H'],['None'],Good,['71.1'],['None'],['1.11'],['Excellent'],['Excellent'],['60.0'],6.88 x 6.18 x 4.40 mm
LD13735888,./diamond-details/LD13735888,['1.50'],['Jul 24'],['Jul 27'],"['$8,070']",,"['$5,380']",['Cushion'],['SI1'],['H'],['None'],Good,['71.5'],['None'],['1.11'],['Excellent'],['Excellent'],['59.0'],6.83 x 6.15 x 4.40 mm
LD13899486,./diamond-details/LD13899486,['1.50'],['Jul 24'],['Jul 27'],"['$7,617']",,"['$5,078']",['Cushion'],['SI1'],['H'],['None'],Good,['73.3'],['None'],['1.06'],['Very Good'],['Very Good'],['59.0'],6.50 x 6.16 x 4.52 mm
LD13364195,./diamond-details/LD13364195,['1.71'],['Jul 24'],['Jul 27'],"['$7,561']",,"['$4,422']",['Cushion'],['SI1'],['H'],['None'],Good,['71.7'],['Medium'],['1.07'],['Excellent'],['Excellent'],['59.0'],6.77 x 6.34 x 4.55 mm
LD13283824,./diamond-details/LD13283824,['1.52'],['Jul 24'],['Jul 27'],"['$7,265']",,"['$4,780']",['Cushion'],['SI1'],['H'],['None'],Good,['72.4'],['None'],['1.05'],['Excellent'],['Very Good'],['66.0'],6.34 x 6.06 x 4.39 mm
LD13307234,./diamond-details/LD13307234,['1.51'],['Jul 24'],['Jul 27'],"['$7,168']",,"['$4,747']",['Cushion'],['SI1'],['H'],['None'],Good,['72.3'],['None'],['1.07'],['Excellent'],['Very Good'],['62.0'],6.53 x 6.10 x 4.41 mm
LD13306780,./diamond-details/LD13306780,['1.51'],['Jul 24'],['Jul 27'],"['$6,956']",,"['$4,607']",['Cushion'],['SI1'],['H'],['None'],Good,['72.1'],['None'],['1.01'],['Excellent'],['Excellent'],['62.0'],6.31 x 6.23 x 4.49 mm
LD13269161,./diamond-details/LD13269161,['1.51'],['Jul 24'],['Jul 27'],"['$6,851']",,"['$4,537']",['Cushion'],['SI1'],['H'],['None'],Good,['72.4'],['None'],['1.01'],['Excellent'],['Very Good'],['62.0'],6.30 x 6.26 x 4.53 mm
LD13468303,./diamond-details/LD13468303,['1.51'],['Jul 24'],['Jul 27'],"['$6,837']",,"['$4,528']",['Cushion'],['SI1'],['H'],['None'],Good,['69.6'],['None'],['1.00'],['Excellent'],['Very Good'],['61.0'],6.33 x 6.30 x 4.39 mm
LD13909204,./diamond-details/LD13909204,['1.50'],['Jul 1'],['Jul 2'],"['$6,752']",,"['$4,501']",['Cushion'],['SI1'],['H'],['None'],Good,['69.7'],['None'],['1.10'],['Excellent'],['Excellent'],['63.0'],6.76 x 6.14 x 4.28 mm
LD13897212,./diamond-details/LD13897212,['1.50'],['Jul 1'],['Jul 2'],"['$6,346']",,"['$4,231']",['Cushion'],['SI1'],['H'],['None'],Good,['71.9'],['None'],['1.04'],['Excellent'],['Excellent'],['58.0'],6.37 x 6.10 x 4.39 mm
LD13358562,./diamond-details/LD13358562,['1.30'],['Jul 24'],['Jul 27'],"['$6,235']",,"['$4,796']",['Cushion'],['SI1'],['H'],['None'],Good,['67.7'],['None'],['1.24'],['Excellent'],['Excellent'],['67.0'],7.33 x 5.93 x 4.02 mm
LD13729795,./diamond-details/LD13729795,['1.30'],['Jul 24'],['Jul 27'],"['$5,542']",,"['$4,263']",['Cushion'],['SI1'],['H'],['None'],Good,['69.9'],['Faint'],['1.09'],['Excellent'],['Excellent'],['61.0'],6.50 x 5.97 x 4.17 mm
LD13457423,./diamond-details/LD13457423,['1.20'],['Jul 24'],['Jul 27'],"['$5,246']",,"['$4,372']",['Cushion'],['SI1'],['H'],['None'],Good,['69.7'],['None'],['1.00'],['Excellent'],['Excellent'],['63.0'],6.08 x 6.05 x 4.22 mm
LD13735546,./diamond-details/LD13735546,['1.20'],['Jul 24'],['Jul 27'],"['$4,732']",,"['$3,943']",['Cushion'],['SI1'],['H'],['None'],Good,['71.5'],['None'],['1.01'],['Excellent'],['Very Good'],['62.0'],5.93 x 5.90 x 4.22 mm
LD13528309,./diamond-details/LD13528309,['1.25'],['Jun 24'],['Jun 25'],"['$4,663']",,"['$3,730']",['Cushion'],['SI1'],['H'],['None'],Good,['70.1'],['Faint'],['1.12'],['Excellent'],['Very Good'],['62.0'],6.42 x 5.71 x 4.00 mm
LD13231765,./diamond-details/LD13231765,['1.02'],['Jul 7'],['Jul 8'],"['$4,350']",,"['$4,265']",['Cushion'],['SI1'],['H'],['None'],Good,['71.2'],['None'],['1.05'],['Excellent'],['Excellent'],['62.0'],5.63 x 5.34 x 3.80 mm
LD13899478,./diamond-details/LD13899478,['1.01'],['Jul 24'],['Jul 27'],"['$3,521']",,"['$3,486']",['Cushion'],['SI1'],['H'],['None'],Good,['69.6'],['Faint'],['1.03'],['Excellent'],['Very Good'],['59.0'],5.82 x 5.66 x 3.94 mm
LD10547222,./diamond-details/LD10547222,['0.94'],['Jun 30'],['Jul 1'],"['$3,490']",,"['$3,713']",['Cushion'],['SI1'],['H'],['None'],Good,['70.0'],['None'],['1.01'],['Excellent'],['Very Good'],['57.0'],5.66 x 5.58 x 3.90 mm
LD13899477,./diamond-details/LD13899477,['1.01'],['Jul 24'],['Jul 27'],"['$3,261']",,"['$3,229']",['Cushion'],['SI1'],['H'],['None'],Good,['71.4'],['None'],['1.03'],['Very Good'],['Very Good'],['63.0'],5.76 x 5.61 x 4.01 mm
LD11780129,./diamond-details/LD11780129,['1.01'],['Jun 24'],['Jun 25'],"['$3,116']",,"['$3,085']",['Cushion'],['SI1'],['H'],['None'],Good,['70.0'],['None'],['1.09'],['Excellent'],['Very Good'],['62.0'],5.89 x 5.39 x 3.77 mm
LD13925618,./diamond-details/LD13925618,['1.00'],['Jul 24'],['Jul 27'],"['$3,074']",,"['$3,074']",['Cushion'],['SI1'],['H'],['None'],Good,['70.9'],['None'],['1.06'],['Excellent'],['Very Good'],['63.0'],5.71 x 5.40 x 3.83 mm
LD13669237,./diamond-details/LD13669237,['1.00'],['Jul 24'],['Jul 27'],"['$3,052']",,"['$3,052']",['Cushion'],['SI1'],['H'],['None'],Good,['70.5'],['Faint'],['1.08'],['Excellent'],['Excellent'],['67.0'],5.97 x 5.53 x 3.90 mm
LD13919168,./diamond-details/LD13919168,['1.00'],['Jul 24'],['Jul 27'],"['$2,869']",,"['$2,869']",['Cushion'],['SI1'],['H'],['None'],Good,['69.8'],['None'],['1.05'],['Excellent'],['Excellent'],['62.0'],5.77 x 5.50 x 3.84 mm
LD13767048,./diamond-details/LD13767048,['1.01'],['Jul 10'],['Jul 13'],"['$2,816']",,"['$2,788']",['Cushion'],['SI1'],['H'],['None'],Good,['69.6'],['None'],['1.01'],['Excellent'],['Very Good'],['61.0'],5.49 x 5.46 x 3.80 mm
LD13909026,./diamond-details/LD13909026,['1.00'],['Jul 1'],['Jul 2'],"['$2,807']",,"['$2,807']",['Cushion'],['SI1'],['H'],['None'],Good,['70.0'],['None'],['1.08'],['Excellent'],['Very Good'],['59.0'],5.79 x 5.38 x 3.77 mm
LD13286945,./diamond-details/LD13286945,['0.92'],['Jul 7'],['Jul 8'],"['$2,737']",,"['$2,975']",['Cushion'],['SI1'],['H'],['None'],Good,['65.1'],['None'],['1.69'],['Excellent'],['Very Good'],['67.0'],7.42 x 4.39 x 2.86 mm
